date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,year,month,year_month,net_income
2022-09-12,1392,5198.04,4072.54,0.12,3192.61,recession,708,0.14,323.62,61.64,9,1114.16,32,0,428.78,1966.94,salary,1346.04,transportation,negative,33.2,low,1125.5,0,2022,9,2022-09,1125.5
2022-10-12,1373,4764.91,3517.07,0.33,2818.2,inflation,671,0.26,553.46,257.4,8,916.49,51,0,361.91,2737.54,mixed,300.0,utilities,positive,17.5,low,1247.84,0,2022,10,2022-10,1247.8399999999997
2022-11-11,1493,4903.91,4430.98,0.15,2181.01,recession,658,0.12,353.86,310.92,6,1028.16,71,0,619.22,1816.74,freelance,1067.29,investments,positive,68.5,low,472.93,0,2022,11,2022-11,472.9300000000003
2022-12-11,1134,4813.44,4016.0,0.16,2977.31,normal,656,0.43,562.97,234.33,6,486.95,58,0,593.19,2363.81,salary,698.64,education,positive,80.6,low,797.44,0,2022,12,2022-12,797.4399999999996
2023-01-10,1138,2402.06,3653.49,0.12,3262.63,normal,635,0.38,476.82,460.14,1,505.43,23,0,440.69,2339.13,salary,964.5,groceries,neutral,32.9,high,0.0,0,2023,1,2023-01,-1251.4299999999998
2023-02-09,1416,2543.0,2195.33,0.27,2712.94,inflation,655,0.51,263.09,384.93,4,1070.63,98,0,601.16,1955.68,salary,1461.54,insurance,neutral,2.6,low,347.67,0,2023,2,2023-02,347.6700000000001
2023-03-11,1331,4780.41,3678.12,0.4,3063.31,normal,651,0.11,400.64,773.7,1,1502.69,58,0,149.29,2805.74,salary,886.67,groceries,positive,23.6,high,1102.29,0,2023,3,2023-03,1102.29
2023-04-10,1055,4315.96,4008.46,0.25,2716.62,normal,649,0.42,439.01,534.82,3,657.8,36,0,471.14,2941.26,salary,919.48,insurance,neutral,43.7,low,307.5,0,2023,4,2023-04,307.5
2023-05-10,1083,4288.78,2833.42,0.32,3417.75,normal,662,0.4,392.28,233.2,7,839.49,74,0,809.18,3586.17,salary,561.02,entertainment,neutral,13.2,high,1455.36,0,2023,5,2023-05,1455.3599999999997
2023-06-09,1868,4009.44,3236.55,0.1,3112.39,recession,670,0.41,672.61,366.0,9,205.52,92,0,646.82,3033.34,mixed,1660.83,dining out,positive,71.4,medium,772.89,0,2023,6,2023-06,772.8899999999999
2023-07-09,1434,4446.02,2300.56,0.16,2752.25,normal,686,0.26,674.53,276.35,6,604.39,52,0,414.36,1584.9,salary,901.47,entertainment,negative,64.2,low,2145.46,0,2023,7,2023-07,2145.4600000000005
2023-08-08,1370,1117.36,1329.43,0.25,3901.15,normal,758,0.31,574.36,585.14,6,1259.65,36,0,668.95,2484.06,salary,863.92,groceries,positive,59.7,low,0.0,0,2023,8,2023-08,-212.07000000000016
2023-09-07,1201,3982.86,3612.94,0.4,2743.04,normal,670,0.57,477.46,299.86,4,1767.97,24,0,845.02,2875.94,salary,750.68,dining out,positive,37.9,medium,369.92,0,2023,9,2023-09,369.9200000000001
2023-10-07,1698,3798.38,2189.73,0.24,3649.27,recession,707,0.28,352.71,728.75,5,2452.47,66,0,565.45,2561.88,salary,1199.55,education,negative,5.3,high,1608.65,0,2023,10,2023-10,1608.65
2023-11-06,1253,3540.81,3080.81,0.09,2182.71,normal,591,0.55,493.2,320.02,7,674.35,33,0,512.78,2341.85,mixed,865.64,insurance,positive,75.6,low,460.0,0,2023,11,2023-11,460.0
2019-01-01,1352,4559.39,2823.23,0.2,2840.67,recession,724,0.27,581.49,156.21,8,2388.6,52,0,66.84,1151.96,salary,1157.39,healthcare,positive,11.1,medium,1736.16,0,2019,1,2019-01,1736.1600000000003
2019-01-31,1431,3630.76,1650.04,0.1,3668.85,normal,689,0.44,326.46,142.77,6,1699.12,95,0,723.39,1930.39,salary,1142.66,healthcare,positive,40.2,medium,1980.72,0,2019,1,2019-01,1980.7200000000003
2019-03-02,1314,3752.85,3125.99,0.28,2904.43,inflation,721,0.46,469.88,379.66,1,1309.6,65,0,286.03,2221.6,salary,1675.06,dining out,positive,20.7,medium,626.86,0,2019,3,2019-03,626.8600000000001
2019-04-01,1282,5225.13,5430.47,0.25,2985.72,normal,683,0.41,379.78,567.93,5,646.05,95,0,283.04,2643.3,salary,1671.6,groceries,positive,81.1,medium,0.0,0,2019,4,2019-04,-205.34000000000015
2019-05-01,1181,3758.86,2818.12,0.3,2520.87,recession,683,0.18,343.52,291.12,8,1361.75,52,0,987.69,3319.95,mixed,858.29,utilities,positive,55.4,low,940.74,0,2019,5,2019-05,940.7400000000002
2019-05-31,1504,1906.42,2648.09,0.23,2325.85,inflation,744,0.2,564.21,759.06,8,79.34,36,0,0.0,2029.84,salary,1056.33,rent,negative,9.9,low,0.0,0,2019,5,2019-05,-741.6700000000001
2019-06-30,1305,2959.28,3246.62,0.28,2838.1,inflation,572,0.37,269.08,868.34,4,708.25,37,0,450.41,1668.53,salary,688.08,investments,negative,27.3,medium,0.0,0,2019,6,2019-06,-287.3399999999997
2019-07-30,1114,2620.71,2851.6,0.27,3410.49,normal,603,0.32,83.22,109.19,4,1500.28,31,0,870.07,1991.89,salary,1434.93,insurance,positive,30.5,low,0.0,0,2019,7,2019-07,-230.88999999999987
2019-08-29,1438,2823.98,1370.53,0.25,2994.82,normal,683,0.26,790.96,720.02,2,1547.78,28,0,836.38,1943.07,mixed,1154.06,healthcare,positive,8.3,medium,1453.45,0,2019,8,2019-08,1453.45
2019-09-28,1071,3700.95,2040.78,0.11,3534.57,normal,636,0.15,608.58,0.0,8,1749.08,82,0,359.12,2535.45,freelance,1756.04,transportation,neutral,68.2,medium,1660.17,0,2019,9,2019-09,1660.1699999999998
2019-10-28,1633,3545.88,4354.28,0.39,2551.98,normal,628,0.36,327.94,560.62,8,353.45,98,0,577.41,2632.91,salary,1864.38,insurance,positive,22.1,medium,0.0,0,2019,10,2019-10,-808.3999999999996
2019-11-27,1805,5416.9,2656.43,0.37,2662.77,normal,549,0.3,416.53,299.35,4,555.56,55,0,308.85,1868.54,salary,770.52,investments,neutral,34.3,medium,2760.47,1,2019,11,2019-11,2760.47
2019-12-27,1498,4089.24,4604.97,0.25,2460.57,normal,654,0.3,660.55,363.43,9,670.34,71,0,569.65,1486.8,salary,1258.71,groceries,neutral,42.3,medium,0.0,0,2019,12,2019-12,-515.7300000000005
2020-01-26,1739,4492.59,2873.25,0.32,3344.62,normal,624,0.13,246.14,784.42,6,46.45,55,0,511.39,3125.72,salary,1266.22,rent,neutral,29.2,medium,1619.34,0,2020,1,2020-01,1619.3400000000001
2020-02-25,1439,7283.39,693.73,0.15,4010.12,normal,755,0.43,660.27,145.24,7,1318.23,60,0,384.64,1889.32,mixed,1073.45,investments,positive,29.2,low,6589.66,1,2020,2,2020-02,6589.66
2020-03-26,1716,2721.22,3791.53,0.38,2851.26,inflation,653,0.23,224.08,657.92,3,178.67,42,0,153.44,1587.65,salary,920.79,groceries,positive,84.2,low,0.0,0,2020,3,2020-03,-1070.3100000000004
2020-04-25,1511,4081.92,3107.84,0.28,2893.95,normal,601,0.51,491.31,266.66,3,1373.48,65,0,411.45,3098.26,salary,770.57,rent,negative,65.7,medium,974.08,0,2020,4,2020-04,974.0799999999999
2020-05-25,1692,3353.89,2721.3,0.34,2831.99,normal,678,0.54,753.89,316.05,5,934.71,35,0,513.63,1301.67,freelance,1414.77,healthcare,positive,70.0,high,632.59,0,2020,5,2020-05,632.5899999999997
2020-06-24,1077,5203.61,2637.75,0.08,3089.96,recession,718,0.14,781.06,0.0,5,573.42,53,0,157.75,1721.27,salary,1368.46,rent,positive,73.1,high,2565.86,0,2020,6,2020-06,2565.8599999999997
2020-07-24,1195,3120.01,3692.79,0.29,2933.23,recession,743,0.32,185.93,141.58,4,1245.7,61,0,248.08,3084.23,salary,532.0,transportation,negative,54.6,low,0.0,0,2020,7,2020-07,-572.7799999999997
2020-08-23,1152,4785.53,3284.21,0.3,2856.58,recession,734,0.41,989.86,274.79,7,473.07,59,0,647.05,2306.07,salary,933.53,insurance,positive,31.1,medium,1501.32,0,2020,8,2020-08,1501.3199999999997
2020-09-22,1097,4330.46,2068.78,0.11,2362.05,normal,711,0.26,828.14,563.4,7,70.64,72,0,240.21,1981.49,salary,1622.41,insurance,positive,95.5,low,2261.68,0,2020,9,2020-09,2261.68
2020-10-22,1744,3222.12,2134.54,0.06,3568.2,inflation,637,0.57,819.75,173.91,3,792.02,46,0,451.63,1913.58,salary,933.53,education,positive,1.8,low,1087.58,0,2020,10,2020-10,1087.58
2020-11-21,1385,4223.73,2656.71,0.38,2656.97,normal,679,0.28,702.12,453.14,3,272.02,34,0,514.56,2872.9,salary,593.7,investments,negative,71.9,low,1567.02,0,2020,11,2020-11,1567.0199999999995
2020-12-21,1796,4648.68,2530.9,0.2,3285.67,inflation,684,0.35,859.09,777.85,8,2127.42,92,0,417.72,2343.6,freelance,444.59,transportation,positive,96.6,low,2117.78,0,2020,12,2020-12,2117.78
2021-01-20,1419,4455.45,2912.47,0.25,2322.28,inflation,699,0.34,420.46,485.64,2,1109.67,47,0,813.31,2698.94,salary,808.18,insurance,positive,4.2,medium,1542.98,0,2021,1,2021-01,1542.98
2021-02-19,1255,2948.52,2941.63,0.37,2507.79,inflation,775,0.54,766.42,712.77,3,892.63,85,0,482.72,3114.94,salary,1034.32,insurance,neutral,8.9,high,6.89,0,2021,2,2021-02,6.889999999999873
2021-03-21,1133,4157.15,3895.79,0.08,3192.36,recession,762,0.43,617.78,437.33,5,1570.21,89,0,490.03,2280.87,mixed,2094.96,education,positive,79.6,medium,261.36,0,2021,3,2021-03,261.3599999999997
2021-04-20,1539,5185.59,3419.63,0.39,3413.38,normal,643,0.17,345.78,103.79,7,968.76,56,0,431.81,1348.42,salary,1160.43,education,positive,84.3,high,1765.96,0,2021,4,2021-04,1765.96
2021-05-20,1191,3612.44,1431.29,0.23,3033.22,inflation,665,0.27,638.41,589.41,7,899.72,22,0,488.22,1459.98,salary,828.3,groceries,positive,61.3,medium,2181.15,0,2021,5,2021-05,2181.15
2021-06-19,1046,4419.39,2683.77,0.1,2570.54,normal,614,0.39,346.06,141.72,9,158.29,79,0,363.8,2300.21,salary,1687.28,insurance,negative,7.2,low,1735.62,0,2021,6,2021-06,1735.6200000000003
2021-07-19,1099,3427.54,3992.41,0.12,3072.07,normal,779,0.18,605.25,239.23,8,956.0,83,0,457.9,3182.34,salary,1652.2,rent,positive,93.2,high,0.0,0,2021,7,2021-07,-564.8699999999999
2021-08-18,1428,4652.2,1910.38,0.1,2867.1,normal,733,0.57,738.89,757.03,6,1258.17,39,0,431.44,2328.47,salary,1420.29,healthcare,positive,13.2,low,2741.82,0,2021,8,2021-08,2741.8199999999997
2021-09-17,1157,2568.63,1685.71,0.29,3389.17,normal,698,0.38,196.55,65.64,7,1100.43,57,0,353.64,2345.79,freelance,1577.08,groceries,positive,85.8,medium,882.92,0,2021,9,2021-09,882.9200000000001
2021-10-17,1401,3851.08,2650.81,0.2,2478.42,normal,684,0.31,398.24,624.99,6,1125.37,95,0,680.06,2273.99,salary,719.04,entertainment,positive,0.3,medium,1200.27,0,2021,10,2021-10,1200.27
2021-11-16,1065,3929.27,2579.42,0.1,2718.35,normal,597,0.31,558.12,285.81,4,0.0,28,0,705.68,2977.02,freelance,909.16,insurance,positive,51.6,low,1349.85,0,2021,11,2021-11,1349.85
2021-12-16,1918,4401.09,3131.09,0.29,2854.08,recession,671,0.55,671.97,400.26,6,1060.31,97,0,324.2,1872.22,salary,334.47,education,neutral,23.4,low,1270.0,0,2021,12,2021-12,1270.0
2022-01-15,1533,4361.62,3684.98,0.38,3449.26,normal,673,0.14,393.36,106.71,7,682.78,38,0,476.95,2050.61,salary,1097.94,entertainment,negative,88.0,low,676.64,0,2022,1,2022-01,676.6399999999999
2022-02-14,1649,4718.26,5019.91,0.27,2940.14,recession,672,0.16,729.14,567.32,5,1339.5,86,0,808.39,2435.91,salary,1328.22,insurance,negative,89.2,low,0.0,0,2022,2,2022-02,-301.64999999999964
2022-03-16,1846,3873.5,4052.4,0.16,3406.47,inflation,630,0.41,804.56,272.07,3,251.89,22,0,828.26,2364.3,salary,725.83,utilities,negative,27.1,low,0.0,0,2022,3,2022-03,-178.9000000000001
2022-04-15,1060,5168.96,3784.27,0.27,2780.42,normal,696,0.36,730.33,174.89,9,1515.8,70,0,344.39,1700.91,mixed,1201.44,insurance,positive,85.3,low,1384.69,0,2022,4,2022-04,1384.69
2022-05-15,1345,4470.05,2118.36,0.4,3281.43,inflation,701,0.19,438.25,667.81,7,1787.5,73,0,477.87,1808.45,freelance,867.58,entertainment,neutral,24.6,low,2351.69,0,2022,5,2022-05,2351.69
2022-06-14,1598,4324.87,1256.24,0.31,2036.12,normal,647,0.56,706.14,503.79,7,311.61,49,0,870.44,1426.28,salary,1494.96,insurance,positive,37.0,high,3068.63,1,2022,6,2022-06,3068.63
2022-07-14,1374,5713.69,2053.9,0.18,3266.72,normal,669,0.32,582.43,294.46,9,0.0,63,0,667.07,1674.28,freelance,1193.12,transportation,neutral,99.3,low,3659.79,1,2022,7,2022-07,3659.7899999999995
2022-08-13,1910,3271.42,2694.31,0.3,2077.23,normal,687,0.42,388.6,612.67,2,1594.2,61,0,448.33,1374.72,salary,1060.46,rent,positive,2.9,low,577.11,0,2022,8,2022-08,577.1100000000001
2022-09-12,1833,6285.31,2453.77,0.25,2848.22,normal,671,0.35,480.79,192.97,7,1136.0,41,0,468.34,3114.21,freelance,1805.69,investments,positive,51.4,low,3831.54,1,2022,9,2022-09,3831.5400000000004
2022-10-12,1464,3278.96,4461.07,0.32,1875.27,normal,679,0.18,211.22,293.14,9,552.95,39,0,856.29,2166.17,salary,300.0,transportation,positive,88.5,medium,0.0,0,2022,10,2022-10,-1182.1099999999997
2022-11-11,1158,3633.85,3215.2,0.35,2864.14,normal,678,0.29,491.23,363.41,9,405.86,88,0,293.17,3402.98,salary,1455.86,investments,positive,59.0,low,418.65,0,2022,11,2022-11,418.6500000000001
2022-12-11,1388,4308.44,3195.17,0.28,2411.45,normal,696,0.51,616.57,142.16,1,766.1,37,0,274.68,1453.02,salary,1609.43,insurance,negative,62.6,high,1113.27,0,2022,12,2022-12,1113.2699999999995
2023-01-10,1336,2766.09,2554.59,0.18,2507.59,normal,708,0.31,530.28,919.65,7,385.57,25,0,653.56,1904.82,mixed,1770.95,education,positive,77.1,medium,211.5,0,2023,1,2023-01,211.5
2023-02-09,1003,4031.86,2988.7,0.38,2297.4,inflation,724,0.47,841.49,361.1,6,1267.38,48,0,452.69,2539.89,freelance,1670.69,insurance,positive,51.7,low,1043.16,0,2023,2,2023-02,1043.1600000000003
2023-03-11,1666,4800.99,3518.49,0.32,2657.7,normal,724,0.33,506.87,522.94,1,819.72,67,0,727.52,2434.47,salary,1435.2,groceries,positive,0.3,medium,1282.5,0,2023,3,2023-03,1282.5
2023-04-10,1574,2948.42,3164.4,0.29,3438.33,normal,660,0.53,447.89,107.23,2,1794.37,96,0,561.97,2711.33,salary,913.2,entertainment,positive,85.4,low,0.0,0,2023,4,2023-04,-215.98000000000002
2023-05-10,1567,3870.98,3712.92,0.27,3487.76,normal,651,0.55,404.38,483.91,6,1013.22,30,0,893.66,2711.39,salary,1387.16,healthcare,positive,7.2,low,158.06,0,2023,5,2023-05,158.05999999999995
2023-06-09,1992,4200.26,3662.91,0.38,2892.95,recession,736,0.6,482.51,622.97,7,1223.63,56,0,311.95,1871.07,salary,1464.87,transportation,negative,78.6,low,537.35,0,2023,6,2023-06,537.3500000000004
2023-07-09,1771,1173.61,2401.41,0.06,3050.65,inflation,624,0.48,243.72,387.34,5,561.3,47,0,330.0,2337.45,salary,1398.66,education,positive,4.3,low,0.0,0,2023,7,2023-07,-1227.8
2023-08-08,1141,2935.68,1007.42,0.37,3462.66,normal,634,0.14,549.68,439.11,1,758.8,51,0,473.1,3231.55,salary,1230.62,transportation,negative,78.0,medium,1928.26,0,2023,8,2023-08,1928.2599999999998
2023-09-07,1267,3354.92,2615.78,0.4,3568.93,normal,738,0.53,272.13,273.44,9,930.39,70,0,656.16,2296.69,salary,1179.35,education,positive,51.9,medium,739.14,0,2023,9,2023-09,739.1399999999999
2023-10-07,1599,4682.23,3156.44,0.35,3180.59,recession,568,0.54,236.08,406.4,9,207.06,20,0,474.09,1693.14,salary,1483.89,entertainment,neutral,33.0,low,1525.79,0,2023,10,2023-10,1525.7899999999995
2023-11-06,1673,5169.39,2540.26,0.22,3386.44,recession,653,0.51,225.26,544.15,1,2129.11,76,0,304.84,2456.74,salary,1697.81,investments,positive,74.0,low,2629.13,0,2023,11,2023-11,2629.13
2019-01-01,1806,5574.38,2789.8,0.27,2541.36,normal,710,0.23,660.87,273.5,4,1084.25,46,0,193.39,2027.66,salary,1335.17,transportation,positive,14.8,low,2784.58,1,2019,1,2019-01,2784.58
2019-01-31,1683,3425.75,2161.29,0.09,2771.5,inflation,703,0.32,240.75,0.0,7,530.93,60,0,568.41,1791.74,salary,397.19,utilities,neutral,34.2,medium,1264.46,0,2019,1,2019-01,1264.46
2019-03-02,1705,4331.77,2399.08,0.17,3871.69,normal,733,0.31,360.37,237.71,7,1830.07,54,0,481.45,2774.35,mixed,785.27,transportation,positive,55.5,low,1932.69,0,2019,3,2019-03,1932.6900000000005
2019-04-01,1764,5301.95,3270.09,0.25,2599.15,normal,667,0.11,473.21,450.23,5,1521.1,34,0,663.53,2359.83,salary,1885.42,healthcare,neutral,80.5,low,2031.86,0,2019,4,2019-04,2031.8599999999997
2019-05-01,1068,6001.48,5495.2,0.26,2680.2,recession,638,0.34,549.65,314.89,2,1118.56,87,0,765.11,1293.85,freelance,1790.7,investments,positive,10.4,low,506.28,0,2019,5,2019-05,506.27999999999975
2019-05-31,1221,4360.78,2002.82,0.1,2071.66,recession,742,0.44,484.97,167.99,4,1072.42,49,0,303.34,2540.16,salary,300.0,education,positive,31.4,low,2357.96,1,2019,5,2019-05,2357.96
2019-06-30,1166,3688.43,2154.1,0.1,2632.02,recession,722,0.34,571.46,410.23,5,0.0,27,0,147.54,3187.41,salary,1170.29,transportation,positive,42.6,medium,1534.33,0,2019,6,2019-06,1534.33
2019-07-30,1977,5095.78,2996.72,0.39,3353.53,inflation,765,0.34,255.18,295.27,1,472.84,28,0,223.28,1812.74,salary,1152.3,education,positive,67.2,medium,2099.06,0,2019,7,2019-07,2099.06
2019-08-29,1926,3737.22,2710.1,0.06,3080.03,normal,711,0.3,454.42,632.47,9,1025.95,69,0,491.84,1930.57,salary,1111.01,dining out,neutral,90.1,medium,1027.12,0,2019,8,2019-08,1027.12
2019-09-28,1616,5145.97,2035.42,0.1,2841.29,normal,693,0.48,270.82,354.12,7,1025.98,30,0,571.86,1282.63,salary,1600.01,entertainment,positive,10.1,low,3110.55,1,2019,9,2019-09,3110.55
2019-10-28,1989,4401.6,2701.36,0.19,2812.68,normal,657,0.39,491.03,504.49,3,1075.57,43,0,518.78,1979.82,mixed,1740.01,healthcare,positive,48.0,medium,1700.24,0,2019,10,2019-10,1700.2400000000002
2019-11-27,1020,4336.52,3222.21,0.22,2512.14,normal,673,0.13,523.77,518.72,3,944.52,86,0,478.39,2352.14,salary,738.74,groceries,neutral,98.9,medium,1114.31,0,2019,11,2019-11,1114.3100000000004
2019-12-27,1750,4495.95,2659.34,0.3,3119.23,inflation,684,0.22,721.23,231.02,4,1015.66,27,0,450.4,2441.85,salary,1152.04,education,neutral,39.0,low,1836.61,0,2019,12,2019-12,1836.6099999999997
2020-01-26,1698,6342.61,4550.07,0.28,2529.62,normal,627,0.27,503.36,339.45,2,877.33,87,0,555.62,1446.41,freelance,1500.98,healthcare,positive,0.8,low,1792.54,0,2020,1,2020-01,1792.54
2020-02-25,1127,4476.58,2590.74,0.27,1943.46,normal,719,0.28,400.97,286.24,7,151.45,36,0,477.34,1174.88,salary,1810.68,groceries,positive,37.5,medium,1885.84,0,2020,2,2020-02,1885.8400000000001
2020-03-26,1286,3580.69,2853.5,0.18,3095.01,recession,671,0.28,698.86,420.88,5,239.15,95,0,249.33,2080.16,salary,831.02,education,negative,19.1,low,727.19,0,2020,3,2020-03,727.19
2020-04-25,1647,2914.83,3348.88,0.14,2709.64,normal,604,0.41,519.34,352.22,3,1049.97,47,0,248.6,3093.26,salary,1381.48,investments,neutral,68.6,high,0.0,0,2020,4,2020-04,-434.0500000000002
2020-05-25,1543,4448.12,2677.72,0.27,2309.8,normal,797,0.44,366.82,553.58,2,834.51,93,0,877.83,2917.2,freelance,1324.87,utilities,positive,90.5,high,1770.4,0,2020,5,2020-05,1770.4
2020-06-24,1338,5453.26,3040.3,0.1,3010.68,inflation,659,0.47,484.84,689.64,1,410.77,94,0,575.29,1760.94,salary,1417.92,utilities,positive,14.5,high,2412.96,0,2020,6,2020-06,2412.96
2020-07-24,1567,4887.93,1865.39,0.23,3381.91,normal,731,0.2,539.24,0.0,7,1019.58,22,0,794.47,2100.87,mixed,1052.61,rent,positive,88.6,medium,3022.54,0,2020,7,2020-07,3022.54
2020-08-23,1750,5058.33,3795.83,0.25,2227.76,normal,614,0.23,510.6,320.79,9,985.35,64,0,501.6,2632.08,salary,1203.52,education,neutral,95.2,low,1262.5,0,2020,8,2020-08,1262.5
2020-09-22,1042,4711.43,3476.18,0.29,2797.13,normal,685,0.12,399.6,350.11,1,1290.73,78,0,416.58,3129.02,salary,965.42,investments,positive,88.8,low,1235.25,0,2020,9,2020-09,1235.2500000000005
2020-10-22,1216,3150.61,3013.26,0.09,2485.44,inflation,740,0.29,545.09,819.49,5,1131.02,94,0,620.8,1891.48,salary,343.21,rent,positive,80.7,low,137.35,0,2020,10,2020-10,137.3499999999999
2020-11-21,1416,4902.58,3205.03,0.25,2664.1,inflation,632,0.3,452.67,574.02,1,1178.21,87,0,419.11,2229.85,salary,1540.44,insurance,negative,4.2,low,1697.55,0,2020,11,2020-11,1697.5499999999997
2020-12-21,1172,2969.58,3243.98,0.32,2754.26,normal,693,0.47,614.73,581.38,5,1027.31,77,0,420.25,2739.24,salary,1844.39,groceries,positive,45.8,high,0.0,0,2020,12,2020-12,-274.4000000000001
2021-01-20,1163,2742.74,4821.02,0.25,2859.9,inflation,656,0.45,524.49,440.24,2,236.41,49,0,631.79,1848.95,salary,1398.78,entertainment,positive,23.7,low,0.0,0,2021,1,2021-01,-2078.2800000000007
2021-02-19,1463,3575.04,4145.23,0.38,1757.66,normal,687,0.14,526.01,850.63,3,958.96,25,0,464.22,2896.27,salary,998.74,utilities,positive,76.1,high,0.0,0,2021,2,2021-02,-570.1899999999996
2021-03-21,1974,4774.81,3451.68,0.24,2483.09,normal,663,0.53,633.49,694.53,7,1266.24,88,0,690.97,1026.24,salary,1193.2,healthcare,positive,18.4,medium,1323.13,0,2021,3,2021-03,1323.1300000000006
2021-04-20,1584,2028.96,2455.96,0.05,2857.71,normal,760,0.37,383.61,277.89,7,532.38,49,0,284.66,1363.82,salary,1498.03,education,positive,17.9,low,0.0,0,2021,4,2021-04,-427.0
2021-05-20,1522,4676.61,3509.3,0.12,2844.99,normal,748,0.54,335.43,556.09,1,1281.88,20,0,473.87,1000.0,salary,768.47,investments,neutral,78.7,low,1167.31,0,2021,5,2021-05,1167.3099999999995
2021-06-19,1172,3641.92,3614.64,0.17,3297.79,normal,677,0.6,734.86,315.18,1,611.53,45,0,777.72,2058.0,mixed,1414.52,dining out,neutral,88.6,medium,27.28,0,2021,6,2021-06,27.2800000000002
2021-07-19,1968,3587.67,1607.94,0.26,2961.3,recession,685,0.5,449.09,12.34,2,1200.4,86,0,540.23,2469.77,freelance,1664.67,groceries,positive,98.7,medium,1979.73,0,2021,7,2021-07,1979.73
2021-08-18,1888,2812.24,3389.31,0.24,2915.28,normal,730,0.12,353.3,564.32,9,44.14,82,0,516.66,2861.97,salary,1239.89,groceries,neutral,19.4,low,0.0,0,2021,8,2021-08,-577.0700000000002
2021-09-17,1767,4316.84,2698.31,0.24,2797.43,normal,681,0.22,515.67,687.21,2,413.97,83,0,518.73,2496.76,salary,737.09,education,neutral,26.7,high,1618.53,0,2021,9,2021-09,1618.5300000000002
2021-10-17,1603,3457.99,3482.58,0.38,2505.38,normal,626,0.13,441.16,0.0,9,820.45,94,0,596.38,1392.57,salary,1874.98,transportation,positive,4.6,low,0.0,0,2021,10,2021-10,-24.590000000000146
2021-11-16,1848,3699.45,1747.07,0.18,2596.34,normal,673,0.46,447.79,319.56,6,655.65,75,0,474.01,2272.98,freelance,1371.17,entertainment,positive,11.6,medium,1952.38,0,2021,11,2021-11,1952.3799999999999
2021-12-16,1220,4908.88,3075.61,0.17,2517.83,normal,751,0.27,218.68,354.38,5,418.57,20,0,480.76,1608.67,freelance,643.97,investments,negative,83.3,high,1833.27,0,2021,12,2021-12,1833.27
2022-01-15,1369,4738.69,3342.15,0.09,3274.18,recession,640,0.22,493.76,803.88,5,1816.54,68,1,813.58,3008.38,freelance,1049.49,entertainment,negative,10.7,high,1396.54,0,2022,1,2022-01,1396.5399999999995
2022-02-14,1911,4117.59,1482.06,0.36,3138.21,normal,690,0.49,285.6,50.05,3,966.19,73,0,117.44,2153.52,mixed,2127.93,healthcare,neutral,49.3,low,2635.53,0,2022,2,2022-02,2635.53
2022-03-16,1837,4250.74,4297.49,0.25,3063.59,normal,707,0.16,405.56,684.38,7,968.16,32,0,289.02,1000.0,salary,542.13,education,positive,49.4,medium,0.0,0,2022,3,2022-03,-46.75
2022-04-15,1423,1239.94,3344.52,0.13,2962.44,normal,744,0.22,355.18,0.0,3,889.15,29,0,661.25,2322.84,salary,1534.8,education,positive,22.0,low,0.0,0,2022,4,2022-04,-2104.58
2022-05-15,1123,4691.21,2855.03,0.37,3099.22,normal,718,0.14,948.03,392.01,5,1984.61,97,0,812.23,2650.24,salary,1334.23,dining out,positive,53.6,low,1836.18,0,2022,5,2022-05,1836.1799999999998
2022-06-14,1112,2724.46,2490.49,0.16,2070.64,inflation,738,0.54,341.72,351.89,6,999.29,80,0,380.6,1000.0,salary,1136.53,utilities,positive,20.9,low,233.97,0,2022,6,2022-06,233.97000000000025
2022-07-14,1023,3247.65,3321.05,0.28,2939.23,normal,765,0.18,167.87,321.76,3,921.71,44,1,101.02,2546.98,salary,1698.37,rent,positive,7.8,low,0.0,0,2022,7,2022-07,-73.40000000000009
2022-08-13,1572,3501.27,4486.83,0.1,2648.14,recession,711,0.5,71.92,293.7,7,1870.16,92,0,496.29,3215.26,salary,1676.58,transportation,positive,83.9,low,0.0,0,2022,8,2022-08,-985.56
2022-09-12,1885,5065.27,3075.08,0.14,2044.48,normal,585,0.5,676.05,273.97,4,1571.9,87,0,895.88,1786.58,salary,1661.15,insurance,positive,20.8,high,1990.19,0,2022,9,2022-09,1990.1900000000005
2022-10-12,1553,3830.87,2175.19,0.17,4386.5,recession,649,0.46,479.31,675.47,7,204.87,72,0,985.9,1890.72,salary,1055.16,transportation,positive,0.4,low,1655.68,0,2022,10,2022-10,1655.6799999999998
2022-11-11,1950,6575.88,2749.9,0.06,2244.91,normal,712,0.53,573.89,443.84,2,1760.12,63,0,639.52,2563.99,salary,1422.68,insurance,neutral,10.7,low,3825.98,1,2022,11,2022-11,3825.98
2022-12-11,1438,4833.52,4217.3,0.19,2641.02,recession,680,0.59,549.17,0.0,5,628.85,85,0,493.39,3065.21,salary,1301.49,investments,negative,92.0,medium,616.22,0,2022,12,2022-12,616.2200000000003
